outlet,tweets_ago,text,date,compound,positive,neutral,negative
CNN,-58,Join hosts @andersoncooper &amp; @KellyRipa in just a few weeks to honor all this year's Top 10 #CNNHeroes! Vote now at… https://t.co/WLhv3nvbW7,Sat Dec 02 12:00:37 +0000 2017,0.7574,0.294,0.706,0.0
CNN,-59,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/sUxboTGGS4,Sat Dec 02 11:30:36 +0000 2017,0.0,0.0,1.0,0.0
CNN,-60,"In Greenland, evidence of climate change is written in ice and stone https://t.co/rm0MjDsh2z https://t.co/zhs2wuObi3",Sat Dec 02 11:01:08 +0000 2017,0.0,0.0,1.0,0.0
CNN,-61,This is how the tax bill would affect your household finances https://t.co/uzCyZCPSdF https://t.co/3bq0EzDh37,Sat Dec 02 10:30:21 +0000 2017,0.0,0.0,1.0,0.0
CNN,-62,A Kremlin-linked troll is once again demonstrating how difficult it is for Twitter to police its own platform… https://t.co/6KrUAw3he9,Sat Dec 02 10:00:21 +0000 2017,-0.3612,0.0,0.872,0.128
CNN,-63,"The United Nations urges Libya to take ""urgent action"" over human slavery https://t.co/knx2rdt8SW https://t.co/aNoibaIeTq",Sat Dec 02 09:30:15 +0000 2017,-0.296,0.225,0.539,0.235
CNN,-64,"You won't find studies in humans that prove chicken soup can fight a cold, but there's enough evidence to make it w… https://t.co/liCtPng8mA",Sat Dec 02 09:00:27 +0000 2017,-0.2023,0.0,0.921,0.079
CNN,-65,"Meet the 11-year-old who created a cheap device to test drinking water for lead, and won a $25,000 science prize… https://t.co/Tfzvuyk9J4",Sat Dec 02 08:29:07 +0000 2017,0.6908,0.251,0.749,0.0
CNN,-66,The one and only visible supermoon of 2017 will be observable to the entire world on December 3. Here's how to see… https://t.co/1uxaRBVGaP,Sat Dec 02 08:00:15 +0000 2017,0.0,0.0,1.0,0.0
CNN,-67,"The guy who took down President Trump's Twitter account says it was ""a mistake"" and that he actually admires Trump'… https://t.co/Wz9f2qUdGg",Sat Dec 02 07:30:06 +0000 2017,0.0258,0.105,0.795,0.1
CNN,-68,Senate passes its GOP tax reform bill with 51 votes after a day full of lawmakers making changes to bring enough me… https://t.co/IChv44Xy0d,Sat Dec 02 07:09:54 +0000 2017,0.0,0.0,1.0,0.0
CNN,-69,This video shows a man's final moments before he was fatally shot outside his home in Nashville. His son released t… https://t.co/w0q8PL0fOU,Sat Dec 02 07:02:24 +0000 2017,-0.6369,0.0,0.826,0.174
CNN,-70,President Trump has questioned the authenticity of the infamous “Access Hollywood” tape in which he bragged about b… https://t.co/noBeChbfF0,Sat Dec 02 06:30:14 +0000 2017,-0.1027,0.0,0.928,0.072
CNN,-71,"Former Secretary of State Madeleine Albright believes the US is facing a ""national security emergency"" because of t… https://t.co/euFlPDWFDp",Sat Dec 02 06:00:18 +0000 2017,-0.0516,0.114,0.762,0.124
CNN,-72,Arby's is buying Buffalo Wild Wings for $2.9 billion https://t.co/ZRKFZ5YX0m https://t.co/NEluzZOZGB,Sat Dec 02 05:30:06 +0000 2017,0.0,0.0,1.0,0.0
CNN,-73,Votes on amendments are underway with Senate Republicans set to pass a massive tax overhaul. The bill includes hand… https://t.co/nFBbwMuFTa,Sat Dec 02 05:20:17 +0000 2017,0.0,0.0,1.0,0.0
CNN,-74,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/vMStdSVXkR,Sat Dec 02 05:02:41 +0000 2017,0.0,0.0,1.0,0.0
CNN,-75,"Jared Kushner is the very senior Trump team member who told Michael Flynn to contact the Russian ambassador, source… https://t.co/csarkGg1s3",Sat Dec 02 04:30:07 +0000 2017,0.0,0.0,1.0,0.0
CNN,-76,A man's tattoo left doctors debating whether to save his life https://t.co/8UnIwsGEBg https://t.co/LgYelybHGA,Sat Dec 02 04:00:07 +0000 2017,0.4939,0.225,0.775,0.0
CNN,-77,Geraldo Rivera apologizes to Bette Midler after she accused him earlier this week of drugging and groping her in th… https://t.co/JJ9zkY57Gk,Sat Dec 02 03:30:22 +0000 2017,0.0772,0.105,0.802,0.093
CNN,-78,Police officer adopts homeless mother's opioid-addicted newborn https://t.co/zaXJeLox7b https://t.co/5GQPG1gZ0i,Sat Dec 02 03:00:18 +0000 2017,0.1779,0.175,0.825,0.0
CNN,-79,Former President Obama met with the Dalai Lama in India on Friday https://t.co/qnMKlOyoIk https://t.co/QRFzCQQY4n,Sat Dec 02 02:50:05 +0000 2017,0.0,0.0,1.0,0.0
CNN,-80,A McDonald's manager who gave police a loaded gun that led to the arrest of a suspect in a series of killings in Ta… https://t.co/NUWbKkOrCw,Sat Dec 02 02:40:06 +0000 2017,-0.8885,0.0,0.596,0.404
CNN,-81,"62 years ago, Rosa Parks stood up for civil rights by sitting down https://t.co/yDNl5AdgTd https://t.co/hmBrwwa8PJ",Sat Dec 02 02:30:06 +0000 2017,0.0,0.0,1.0,0.0
CNN,-82,The brutal race conversation nobody wants to have https://t.co/L5imhpeKVw https://t.co/f8WmR6OphU,Sat Dec 02 02:20:01 +0000 2017,-0.6249,0.0,0.687,0.313
CNN,-83,"Signet Jewelers, which owns Kay Jewelers, Zales and Jared The Galleria Of Jewelry, is being investigated by federal… https://t.co/UenFiTbpmZ",Sat Dec 02 02:10:04 +0000 2017,0.0,0.0,1.0,0.0
CNN,-84,Russia investigation zeroes in on Trump inner circle | Analysis by @StCollinson https://t.co/9yLjhHp5gI https://t.co/HpLIMhdCuV,Sat Dec 02 02:00:27 +0000 2017,0.0,0.0,1.0,0.0
CNN,-85,Flynn charge suggests arcane law is 'leverage' for special counsel investigation https://t.co/hirXKHOyyv https://t.co/nNr3Fgj61b,Sat Dec 02 01:50:04 +0000 2017,0.4019,0.184,0.816,0.0
CNN,-86,Twitter has a new reason for why it didn't delete Trump's anti-Muslim retweets https://t.co/nTaj9LS5Cf https://t.co/lUdCAjSUPy,Sat Dec 02 01:40:03 +0000 2017,0.0,0.0,1.0,0.0
CNN,-87,"Jared Kushner is the very senior Trump team member who told Michael Flynn to contact the Russian ambassador, source… https://t.co/u8KUAZtwPF",Sat Dec 02 01:30:07 +0000 2017,0.0,0.0,1.0,0.0
CNN,-88,"RT @OutFrontCNN: ""Please don't say it's not that big a deal. He is now an admitted felon."" Rep. Denny Heck reacts to Michael Flynn's guilty…",Sat Dec 02 01:22:50 +0000 2017,0.4019,0.144,0.856,0.0
CNN,-89,Breaking down Michael Flynn's lies about his Russia calls https://t.co/7sqTwPyoFf https://t.co/yhA3E7DxMQ,Sat Dec 02 01:20:10 +0000 2017,-0.4215,0.0,0.781,0.219
CNN,-90,"""I think that Russia investigation is wearing on all of us, the President most of all,"" said a source close to Pres… https://t.co/LaAI7GvkdA",Sat Dec 02 01:10:11 +0000 2017,0.0,0.0,1.0,0.0
CNN,-91,"American Airlines says there will be enough pilots available to cover all of its December flights, despite a schedu… https://t.co/bhZF44Nb1D",Sat Dec 02 01:00:02 +0000 2017,0.0,0.0,1.0,0.0
CNN,-92,"Senate Republicans may vote to strengthen Obamacare short-term to win over lawmakers, even as it weakens the health… https://t.co/ZW5IsoCA2e",Sat Dec 02 00:50:04 +0000 2017,0.5859,0.25,0.656,0.094
CNN,-93,The Senate is about to vote on a tax bill it's still writing | Analysis by @zbyronwolf https://t.co/UxxdePpBNv https://t.co/Xwz1IhCrmj,Sat Dec 02 00:40:09 +0000 2017,0.0,0.0,1.0,0.0
CNN,-94,"As TV networks grapple with the sexual misconduct allegations lodged against their big stars, a major lingering que… https://t.co/CzkglP7PrD",Sat Dec 02 00:30:15 +0000 2017,0.0,0.0,1.0,0.0
CNN,-95,"President Trump is expected to announce that the US recognizes Jerusalem as Israel's capital, US officials with dir… https://t.co/BsHdUCql7d",Sat Dec 02 00:20:09 +0000 2017,0.0,0.0,1.0,0.0
CNN,-96,"Michael Flynn: From ""lock her up"" to (maybe) locked up | Analysis by @GregJKrieg https://t.co/tRZkAaTyup https://t.co/dAt2r8pq8l",Sat Dec 02 00:10:04 +0000 2017,0.0,0.0,1.0,0.0
CNN,-97,"RT @CNNSitRoom: .@evanperez explains why Michael Flynn's plea agreement was ""an incredible deal"" https://t.co/4Hx0XH4D5t  https://t.co/Adgw…",Sat Dec 02 00:03:53 +0000 2017,0.4939,0.186,0.814,0.0
CNN,-98,Join hosts @andersoncooper &amp; @KellyRipa in just a few weeks to honor all this year's Top 10 #CNNHeroes! Vote now at… https://t.co/RUGXYixw0G,Sat Dec 02 00:02:03 +0000 2017,0.7574,0.294,0.706,0.0
CNN,-99,"GOP Rep. Blake Farenthold settled a sexual harassment complaint brought by an aide with taxpayer money in 2014, acc… https://t.co/PyjrxXwdr5",Fri Dec 01 23:50:05 +0000 2017,-0.6908,0.0,0.749,0.251
Fox,0,".@newtgingrich: Congratulations Senate Republicans on tax bill -- Now, on to the Conference https://t.co/AC6QxjEBzL",Sun Dec 03 02:17:47 +0000 2017,0.5994,0.231,0.769,0.0
Fox,-1,"WATCH: @jessebwatters' full interview with a school chairman who called President Donald Trump a ""bona fide"" idiot.… https://t.co/iZE156ONDI",Sun Dec 03 02:02:26 +0000 2017,0.0,0.0,1.0,0.0
Fox,-2,"School chairman Ryan Sawyers on calling Trump a ""bona fide idiot"": ""I think it's an honest thing to say... it's my… https://t.co/Xf8QtBUFlC",Sun Dec 03 01:53:30 +0000 2017,0.5106,0.142,0.858,0.0
Fox,-3,".@TomiLahren on addressing sexual harassment: ""The best way to fight it is through the First Amendment. It's being… https://t.co/CWwloc6LzV",Sun Dec 03 01:40:33 +0000 2017,-0.2263,0.16,0.608,0.232
Fox,-4,".@IngrahamAngle on Kate Steinle verdict: ""[@realDonaldTrump] ran on protecting Americans and legal immigrants from… https://t.co/OUEHD7AbJt",Sun Dec 03 01:23:15 +0000 2017,0.2732,0.193,0.807,0.0
Fox,-5,".@jessebwatters: ""A country without laws and borders is not a country. But the Left is okay with that because open… https://t.co/ngJc6w7MwF",Sun Dec 03 01:20:46 +0000 2017,0.2263,0.091,0.909,0.0
Fox,-6,#BoycottSanFrancisco takes off after Steinle case acquittal https://t.co/BXlSqLdf3s,Sun Dec 03 01:10:52 +0000 2017,0.0,0.0,1.0,0.0
Fox,-7,.@dbongino: GOP 'Damn Well Better' Finish Tax Reform 'Or This Party's Toast' https://t.co/KhEyWngNBV,Sun Dec 03 00:57:02 +0000 2017,0.3182,0.282,0.565,0.153
Fox,-8,"Mother's boyfriend arrested, charged in case of deceased North Carolina toddler, .@BryanLlenas reports.… https://t.co/lmIsVXqd7D",Sun Dec 03 00:51:30 +0000 2017,-0.5994,0.0,0.71,0.29
Fox,-9,"Melissa Quinn on Robert Mueller's investigation: ""If @POTUS did go ahead and move to fire Mueller in the wake of th… https://t.co/ZEikwadPdc",Sun Dec 03 00:42:58 +0000 2017,-0.34,0.0,0.897,0.103
Fox,-10,"Melissa Quinn on Michael Flynn: ""The one thing this charge against Flynn does show us is that it's going to be even… https://t.co/0zOJM44I0w",Sun Dec 03 00:39:42 +0000 2017,0.0,0.0,1.0,0.0
Fox,-11,"Melissa Quinn on Michael Flynn: ""When you look at those who are closest to @POTUS both during the election and duri… https://t.co/yY4yClCiSn",Sun Dec 03 00:36:34 +0000 2017,0.0,0.0,1.0,0.0
Fox,-12,"Remains of missing 3-year-old North Carolina girl found, authorities say https://t.co/MqOAAZmWRo",Sun Dec 03 00:31:52 +0000 2017,-0.296,0.0,0.82,0.18
Fox,-13,Trump's USDA Relaxes Obama-Era School Lunch Restrictions https://t.co/xmc5xGGqDe,Sun Dec 03 00:22:59 +0000 2017,0.3612,0.263,0.737,0.0
Fox,-14,".@POTUS praises GOP lawmakers after Senate passes tax bill, @Garrett_FoxNews reports. https://t.co/AN9FXSKYFp https://t.co/maCWNWeGcj",Sun Dec 03 00:09:53 +0000 2017,0.5267,0.221,0.779,0.0
Fox,-15,Mueller dismisses top FBI agent in Russia probe over possible anti-Trump texts https://t.co/n2lvGQheJ6,Sun Dec 03 00:04:49 +0000 2017,0.2023,0.13,0.87,0.0
Fox,-16,"GOP Senate survived two surprise, nor'easter-like storms to ultimately pass major tax reform https://t.co/YfQtDIMsWO",Sun Dec 03 00:02:45 +0000 2017,0.6597,0.31,0.69,0.0
Fox,-17,H.R. McMaster: Potential for war with North Korea increases ‘every day’ https://t.co/BjpanJuikP,Sat Dec 02 23:58:46 +0000 2017,-0.5994,0.0,0.738,0.262
Fox,-18,"Dan Gillerman on Flynn guilty plea: ""I think instead of a plea bargain, Michael Flynn should actually get a medal.""… https://t.co/SMTiHC1RbY",Sat Dec 02 23:56:27 +0000 2017,-0.25,0.083,0.787,0.13
Fox,-19,".@BretBaier: ""Can you explain how the CIA is ramping up operations against terrorism?"" 

Mike Pompeo: ""We work to c… https://t.co/O7apHnWTa8",Sat Dec 02 23:47:12 +0000 2017,0.0,0.0,1.0,0.0
Fox,-20,"Hon. Leon Panetta on current world affairs: ""We're fighting a war on terrorism, we've got failed states in the Midd… https://t.co/l3TycLzkO0",Sat Dec 02 23:41:00 +0000 2017,-0.936,0.0,0.528,0.472
Fox,-21,"Former CIA director Leon Panetta on current world affairs: ""I have never seen as many flash points in the world pro… https://t.co/NyvsWJKxEv",Sat Dec 02 23:39:42 +0000 2017,0.0,0.0,1.0,0.0
Fox,-22,"CIA director Mike Pompeo: ""We couldn't do much of what we do in the intelligence community without an enormous comm… https://t.co/StBsIUEd5e",Sat Dec 02 23:37:40 +0000 2017,0.4767,0.134,0.866,0.0
Fox,-23,.@bob_welch: 'A Christmas Carol' offers important lessons on how we should all be living today https://t.co/wDcmdLtCxC,Sat Dec 02 23:30:07 +0000 2017,0.2023,0.107,0.893,0.0
Fox,-24,"North Korean missile broke up on re-entry, US official says https://t.co/ZxwlIb3bAq",Sat Dec 02 23:22:59 +0000 2017,-0.4215,0.0,0.781,0.219
Fox,-25,U.S. markets since election. https://t.co/zSY3KbkOcT,Sat Dec 02 23:04:04 +0000 2017,0.0,0.0,1.0,0.0
Fox,-26,BREAKING: ABC News suspends Brian Ross over 'serious error' in Trump/Flynn report https://t.co/04nnEX2PT4,Sat Dec 02 23:01:19 +0000 2017,-0.4588,0.0,0.733,0.267
Fox,-27,"Florida teen who reportedly ran off with soccer coach found safe in New York, police say   https://t.co/EW42CGavy7",Sat Dec 02 22:59:17 +0000 2017,0.4404,0.153,0.847,0.0
Fox,-28,"Remains of missing Army veteran, dog found in shallow grave https://t.co/46QCIvCjZo",Sat Dec 02 22:46:58 +0000 2017,-0.5859,0.0,0.652,0.348
Fox,-29,"GOP Senate survived two surprise, nor'easter-like storms to ultimately pass major tax reform https://t.co/ge2X3Ivepy",Sat Dec 02 22:41:26 +0000 2017,0.6597,0.31,0.69,0.0
Fox,-30,"Moments ago on Twitter, President @realDonaldTrump paid homage to Rosa Parks, who, 62 years ago this week, refused… https://t.co/cXkRs4ifOa",Sat Dec 02 22:31:16 +0000 2017,0.0,0.0,1.0,0.0
Fox,-31,President @realDonaldTrump is greeted with a salute upon arriving at @JFKairport in New York. https://t.co/BdBz52QILJ,Sat Dec 02 22:29:05 +0000 2017,0.2732,0.139,0.861,0.0
Fox,-32,"On @ffweekend, @SheriffClarke gave his take on the @NFL's reported plan to donate nearly $100 million to ""social ju… https://t.co/oI9JPuj2Ft",Sat Dec 02 22:26:01 +0000 2017,0.0,0.0,1.0,0.0
Fox,-33,"Mueller dismisses top FBI agent in Russia probe over possible anti-Trump texts    
https://t.co/n2lvGQheJ6",Sat Dec 02 22:17:26 +0000 2017,0.2023,0.13,0.87,0.0
Fox,-34,.@NancyPelosi has called on Nevada Democratic @RepKihuen to resign following allegations of sexual harassment.… https://t.co/yX9t5HmlEC,Sat Dec 02 22:16:12 +0000 2017,-0.34,0.0,0.854,0.146
Fox,-35,"On ""The Cost of Freedom,"" @RepDeSantis gave his take on allegations against the Trump campaign for colluding with R… https://t.co/u6T1g1DvQV",Sat Dec 02 22:12:02 +0000 2017,-0.296,0.0,0.896,0.104
Fox,-36,"At the Reagan National Defense Forum, National Security Adviser H.R. McMaster shared his desire for unity.… https://t.co/vfJmeGgTdt",Sat Dec 02 22:08:05 +0000 2017,0.7906,0.409,0.591,0.0
Fox,-37,"""The era of strategic patience is over.""

WATCH: H.R. McMaster's full remarks at #RNDF - Part 2. https://t.co/MH2MGejbF7",Sat Dec 02 22:05:03 +0000 2017,0.0,0.0,1.0,0.0
Fox,-38,"H.R. McMaster: ""[Ronald Reagan] secured our nation, helped bring down the Berlin Wall, and ensured that freedom and… https://t.co/nVS6M4tIKk",Sat Dec 02 22:00:07 +0000 2017,0.7845,0.289,0.711,0.0
Fox,-39,WATCH: @BretBaier's full interview with National Security Adviser H.R. McMaster at #RNDF - Part 3. https://t.co/E1b7eHQCLQ,Sat Dec 02 21:52:14 +0000 2017,0.34,0.146,0.854,0.0
Fox,-40,WATCH: @BretBaier's full interview with National Security Adviser H.R. McMaster at #RNDF - Part 2. https://t.co/vMd3O42Tzx,Sat Dec 02 21:52:10 +0000 2017,0.34,0.146,0.854,0.0
Fox,-41,WATCH: @BretBaier's full interview with National Security Adviser H.R. McMaster at #RNDF - Part 1. https://t.co/k84HSXYz1z,Sat Dec 02 21:52:05 +0000 2017,0.34,0.146,0.854,0.0
Fox,-42,"On Twitter, @KamalaHarris slammed the tax reform bill that passed the Senate. https://t.co/yPerz691gx https://t.co/JaK8FOOn8m",Sat Dec 02 21:42:21 +0000 2017,0.0,0.0,1.0,0.0
Fox,-43,Moments ago: @POTUS arrives in Joint AFB Andrews. https://t.co/smQVv4e1Hu,Sat Dec 02 21:38:51 +0000 2017,0.0,0.0,1.0,0.0
Fox,-44,"H.R. McMaster: ""It would be great if every time we talk about what divides us, we also at least give equal time to… https://t.co/xHziSN27R1",Sat Dec 02 21:30:58 +0000 2017,0.6249,0.151,0.849,0.0
Fox,-45,"H.R. McMaster: ""If we go to fight, it's not going to be a fair fight for any enemy who takes us on."" @BretBaier https://t.co/8cVWpUCVe9",Sat Dec 02 21:26:46 +0000 2017,-0.7506,0.077,0.633,0.29
Fox,-46,".@BretBaier: ""Why do you think there is no bipartisan urgency to significantly increase defense spending?""

H.R. Mc… https://t.co/aYiuDaOohh",Sat Dec 02 21:24:19 +0000 2017,0.1531,0.181,0.714,0.105
Fox,-47,RT @EricShawnTV: I anchor @FoxNews starting at 5 pm ET: The case of #MichaelFlynn and #Israel. Fmr. Ambassador Dan Gillerman on the #UN vot…,Sat Dec 02 21:23:13 +0000 2017,0.0,0.0,1.0,0.0
Fox,-48,"H.R. McMaster: ""What the Iranians have done across the greater Middle East is fuel and accelerate these cycles of v… https://t.co/tVEsaqN84s",Sat Dec 02 21:22:17 +0000 2017,0.3612,0.111,0.889,0.0
Fox,-49,".@BretBaier: ""Should Americans feel safe about going to the Winter Olympics in Seoul in February?""

H.R. McMaster:… https://t.co/KUe6OVrMC1",Sat Dec 02 21:18:10 +0000 2017,0.4404,0.146,0.854,0.0
Fox,-50,"H.R. McMaster: ""South Korea and Japan are improving their defense capabilities at breakneck speed."" @BretBaier https://t.co/n2LtssrqVO",Sat Dec 02 21:17:03 +0000 2017,0.5106,0.235,0.765,0.0
Fox,-51,"H.R. McMaster: ""Kim Jong Un isn't particularly cordial to anyone."" @BretBaier https://t.co/pMlBZcYwag",Sat Dec 02 21:16:21 +0000 2017,0.0,0.0,1.0,0.0
Fox,-52,"H.R. McMaster: ""China recognizes that it does have tremendous coercive economic power over North Korea."" @BretBaier https://t.co/kWIHx69zXe",Sat Dec 02 21:14:59 +0000 2017,0.0,0.0,1.0,0.0
Fox,-53,".@BretBaier: ""Has the potential of war with North Korea increased with this latest launch?""

H.R. McMaster: ""I thin… https://t.co/1vWClX5Zkh",Sat Dec 02 21:13:08 +0000 2017,-0.4215,0.091,0.739,0.17
Fox,-54,"H.R. McMaster: ""Every time [Kim Jong Un] conducts a missile launch, a nuclear test, he gets better."" @BretBaier https://t.co/GkhNx0fP3V",Sat Dec 02 21:12:22 +0000 2017,0.0,0.0,1.0,0.0
Fox,-55,"H.R. McMaster: ""The greatest immediate threat to the United States and to the world is the threat posed by the rogu… https://t.co/iCnhAy4SxY",Sat Dec 02 21:10:55 +0000 2017,0.0516,0.22,0.566,0.214
Fox,-56,WATCH NOW: @BretBaier talks to National Security Adviser H.R. McMaster at #RNDF LIVE on Fox News Channel! https://t.co/d1LeUTu4DM,Sat Dec 02 21:09:57 +0000 2017,0.4003,0.137,0.863,0.0
Fox,-57,"H.R. McMaster: ""Confronting the security challenges of today will require us to reclaim our strategic confidence."" https://t.co/2F3sU9ow7S",Sat Dec 02 21:07:04 +0000 2017,0.2732,0.192,0.725,0.083
Fox,-58,"Jamiel Shaw Sr.: ""My son was murdered... He was shot dead by an illegal alien on his third gun charge."" https://t.co/H9C4U7wuu6",Sat Dec 02 21:07:02 +0000 2017,-0.8834,0.0,0.636,0.364
Fox,-59,"H.R. McMaster: ""The era of strategic patience is over."" https://t.co/CRTKMk0W8b",Sat Dec 02 21:04:50 +0000 2017,0.0,0.0,1.0,0.0
Fox,-60,"H.R. McMaster: ""We do not base national security decisions on rigid ideology but instead on our core national inter… https://t.co/iWLkz73Cyz",Sat Dec 02 21:04:13 +0000 2017,-0.1945,0.0,0.867,0.133
Fox,-61,"H.R. McMaster: ""@POTUS will soon unveil the details of his new strategy, but I can tell you now that it will focus… https://t.co/dEEil06hYP",Sat Dec 02 21:01:41 +0000 2017,0.0,0.0,1.0,0.0
Fox,-62,"H.R. McMaster: ""The rogue regimes of Iran and North Korea are violating the sovereignty of their neighbors, pursuin… https://t.co/f6v7IGIgQF",Sat Dec 02 21:00:21 +0000 2017,-0.5423,0.0,0.837,0.163
Fox,-63,"H.R. McMaster: ""Reagan assertively declared that it was Communism that would lie on the ash-heap of history, not de… https://t.co/CA97f6EpWo",Sat Dec 02 20:59:06 +0000 2017,0.0,0.0,1.0,0.0
Fox,-64,"H.R. McMaster: ""Our Founders believed that the greatest wisdom of our nation rests in the hearts and in the minds o… https://t.co/xTZsiHd4OR",Sat Dec 02 20:57:42 +0000 2017,0.8225,0.275,0.725,0.0
Fox,-65,"H.R. McMaster: ""[Ronald Reagan] secured our nation, helped bring down the Berlin Wall, and ensured that freedom and… https://t.co/p73aw6mhHX",Sat Dec 02 20:55:59 +0000 2017,0.7845,0.289,0.711,0.0
Fox,-66,Awaiting remarks from National Security Adviser H.R. McMaster at #RNDF. https://t.co/v9ex4nFBL1,Sat Dec 02 20:44:49 +0000 2017,0.34,0.194,0.806,0.0
Fox,-67,"RT @FoxBusiness: DIUx's Raj Shah: ""If you look at all venture deals in the United States in 2015, 12% had an investor from China. That's up…",Sat Dec 02 20:44:09 +0000 2017,0.4215,0.101,0.899,0.0
Fox,-68,"RT @FoxBusiness: .@AmbJohnBolton on China's access to U.S. tech: ""We are in an increasingly threatening international environment, that the…",Sat Dec 02 20:44:06 +0000 2017,-0.5267,0.0,0.841,0.159
Fox,-69,Trump's USDA Relaxes Obama-Era School Lunch Restrictions    https://t.co/xmc5xGGqDe,Sat Dec 02 20:39:45 +0000 2017,0.3612,0.263,0.737,0.0
Fox,-70,"TOMORROW on @NextRevFNC, @SteveHiltonx talks to @DarrellIssa - Tune in at 9p ET on Fox News Channel! https://t.co/vf9Eo9futN",Sat Dec 02 20:34:03 +0000 2017,0.0,0.0,1.0,0.0
Fox,-71,Trump laments Flynn's lies to FBI about Russia contacts: 'There was nothing to hide!' https://t.co/60j65Qqx2R,Sat Dec 02 20:32:02 +0000 2017,-0.68,0.0,0.699,0.301
Fox,-72,"Earlier today, President @realDonaldTrump tweeted about firing General Mike Flynn, and claimed his former National… https://t.co/BBnGgFX0rn",Sat Dec 02 20:25:01 +0000 2017,-0.34,0.0,0.862,0.138
Fox,-73,".@SecAFOfficial: ""We are low on readiness... We need to restore the readiness of the Force so we can win any fight.… https://t.co/EJA9nzBwV5",Sat Dec 02 20:23:06 +0000 2017,0.7322,0.291,0.635,0.074
Fox,-74,TODAY at 4p ET - @BretBaier talks to National Security Adviser H.R. McMaster at @Reagan_Library - For full live cov… https://t.co/F2XG6AXGeW,Sat Dec 02 20:17:30 +0000 2017,0.34,0.118,0.882,0.0
Fox,-75,"Trump takes victory lap after Senate passes tax bill, calls it 'largest tax decrease ... by far' https://t.co/uL6UIuFW5P",Sat Dec 02 20:15:15 +0000 2017,0.0,0.0,1.0,0.0
Fox,-76,"Today on ""The Cost of Freedom,"" Florida @AGPamBondi reflected on what will happen next with the illegal immigrant w… https://t.co/T8kuvjqBgv",Sat Dec 02 20:08:51 +0000 2017,-0.5574,0.0,0.841,0.159
Fox,-77,"Earlier, President @realDonaldTrump tweeted about firing General Mike Flynn, and claimed his former National Securi… https://t.co/a8S40Y1XVx",Sat Dec 02 20:01:29 +0000 2017,-0.34,0.0,0.862,0.138
